system_id,sample_method_id,ProjektNr,Befu,ProbNr,method_type,method_name
800,,19_0014,A5223,19_0014_0018,"ORG0,25",nein
801,,19_0014,A5254,19_0014_0029,"ORG0,25",nein
802,,19_0014,A5282,19_0014_0021,"ORG0,25",nein
803,,19_0014,A5294,19_0014_0022,"ORG0,25",nein
804,,19_0014,A5307,19_0014_0024,"ORG0,25",nein
805,,19_0014,A5334,19_0014_0063,"ORG0,25",nein
806,,19_0014,A6041,19_0014_0034,"ORG0,25",nein
807,,19_0014,A6135,19_0014_0015,"ORG0,25",nein
808,,19_0014,A6146,19_0014_0033,"ORG0,25",nein
809,,19_0014,A6157,19_0014_0035,"ORG0,25",nein
810,,19_0014,A6178,19_0014_0017,"ORG0,25",nein
811,,19_0014,A6194,19_0014_0025,"ORG0,25",nein
812,,19_0014,A7199,19_0014_0032,"ORG0,25",nein
813,,19_0014,A7253,19_0014_0014,"ORG0,25",nein
814,,19_0014,A7263,19_0014_0030,"ORG0,25",nein
815,,19_0014,A7294,19_0014_0013,"ORG0,25",nein
816,,19_0014,A7306,19_0014_0036,"ORG0,25",nein
817,,19_0014,A785,19_0014_0043,"ORG0,25",nein
818,,19_0014,A8079,19_0014_0007,"ORG0,25",nein
819,,19_0014,A8103,19_0014_0009,"ORG0,25",nein
820,,19_0014,A8114,19_0014_0011,"ORG0,25",nein
821,,19_0014,A8142,19_0014_0026,"ORG0,25",nein
822,,19_0014,A8178,19_0014_0031,"ORG0,25",nein
823,,19_0014,A8189,19_0014_0012,"ORG0,25",nein
824,,19_0014,A8234,19_0014_0010,"ORG0,25",nein
825,,19_0014,A9000,19_0014_0027,"ORG0,25",nein
826,,19_0014,A9052,19_0014_0028,"ORG0,25",nein
827,,19_0014,A9075,19_0014_0003,"ORG0,25",nein
828,,19_0014,A9111,19_0014_0001,"ORG0,25",nein
829,,19_0014,A9126,19_0014_0004,"ORG0,25",nein
830,,19_0014,A9199,19_0014_0006,"ORG0,25",nein
831,,19_0014,A957,19_0014_0064,"ORG0,25",nein
832,,19_0014,A973,19_0014_0065,"ORG0,25",nein
833,,19_0014,A9847,19_0014_0002,"ORG0,25",nein
834,,22_0005,11200,22_0005_0001,"ORG0,25",nein
835,,22_0005,11201,22_0005_0002,"ORG0,25",nein
836,,22_0005,11221,22_0005_0003,"ORG0,25",nein
837,,22_0005,12026,22_0005_0004,"ORG0,25",nein
838,,22_0005,200125,22_0005_0012,"ORG0,25",nein
839,,22_0005,200149,22_0005_0013,"ORG0,25",nein
840,,22_0005,200177,22_0005_0009,"ORG0,25",nein
841,,22_0005,200473,22_0005_0005,"ORG0,25",nein
842,,22_0005,200475,22_0005_0006,"ORG0,25",nein
843,,22_0005,23362,22_0005_0010,"ORG0,25",nein
844,,22_0005,23434,22_0005_0007,"ORG0,25",nein
845,,22_0005,23491,22_0005_0008,"ORG0,25",nein
846,,22_0005,23988,22_0005_0011,"ORG0,25",nein
847,,22_0015,A2076,22_0015_0017,"ORG0,25",
848,,22_0015,A2154,22_0015_0020,"ORG0,25",
849,,22_0015,A2874 G2976,22_0015_0014,"ORG0,25",
850,,22_0015,A4796,22_0015_0013,"ORG0,25",
851,,22_0015,M153 St 1,22_0015_0006,"ORG0,25",
852,,22_0015,M153 St 2,22_0015_0007,"ORG0,25",
853,,22_0015,M160 St 1,22_0015_0001,"ORG0,25",
854,,22_0015,M167 St 1,22_0015_0002,"ORG0,25",
855,,22_0015,M167 St 2,22_0015_0003,"ORG0,25",
856,,22_0015,M167 St 3,22_0015_0004,"ORG0,25",
857,,22_0015,M167 St 4,22_0015_0005,"ORG0,25",
858,,22_0015,M32 Undre del,2022_0015_0009,"ORG0,25",
859,,22_0015,M32 Övre del,2022_0015_0008,"ORG0,25",
860,,22_0015,M99 A5085,2022_0015_0010,"ORG0,25",
861,,22_0015,M99 A5085,2022_0015_0012,"ORG0,25",
862,,DanaBunar2,31,17 depth 0.10-0.20,"ORG0,25",nein
863,,DanaBunar2,31,17a depth 0.00-0.20,"ORG0,25",nein
864,,DanaBunar2,32,51 depth 0.00-0.10,"ORG0,25",nein
865,,DanaBunar2,32,52 depth 0.10-0.20,"ORG0,25",nein
866,,DanaBunar2,32,53 depth 0.00-0.10,"ORG0,25",nein
867,,DanaBunar2,33,18 depth 0.20-0.30,"ORG0,25",nein
868,,DanaBunar2,33,19 depth 0.00-0.10,"ORG0,25",nein
869,,DanaBunar2,33,20 depth 0.10-0.30,"ORG0,25",nein
870,,DanaBunar2,33,21 depth 0.30-0.40,"ORG0,25",nein
871,,DanaBunar2,33,22 depth 0.20-0.30,"ORG0,25",nein
872,,DanaBunar2,37,39 depth 0.10-0.20,"ORG0,25",nein
873,,DanaBunar2,37,40 depth 0.20-0.30,"ORG0,25",nein
874,,DanaBunar2,37,41 depth 0.00-0.10,"ORG0,25",nein
875,,DanaBunar2,37,42 depth 0.00-0.10,"ORG0,25",nein
876,,DanaBunar2,38,1 depth 0.48-0.58,"ORG0,25",nein
877,,DanaBunar2,38,2 depth 0.35-0.45,"ORG0,25",nein
878,,DanaBunar2,38,3 depth 0.35-0.45,"ORG0,25",nein
879,,DanaBunar2,38,4 depth 0.00-0.10,"ORG0,25",nein
880,,DanaBunar2,38,5 depth 0.30-0.50,"ORG0,25",nein
881,,DanaBunar2,39,47 depth 0.00-0.10,"ORG0,25",nein
882,,DanaBunar2,39,48 depth 0.10-0.20,"ORG0,25",nein
883,,DanaBunar2,41,44 depth 0.00-0.10,"ORG0,25",nein
884,,DanaBunar2,41,46 depth 0.30-0.40,"ORG0,25",nein
885,,DanaBunar2,42,10 depth 0.10-0.20,"ORG0,25",nein
886,,DanaBunar2,42,6 depth 0.00-0.10,"ORG0,25",nein
887,,DanaBunar2,42,7 depth 0.00-0.10,"ORG0,25",nein
888,,DanaBunar2,42,8 depth 0.10-0.20,"ORG0,25",nein
889,,DanaBunar2,42,9 depth 0.10-0.20,"ORG0,25",nein
890,,DanaBunar2,44,87 depth 0.06-0.16,"ORG0,25",nein
891,,DanaBunar2,44,88 depth 0.20-0.30,"ORG0,25",nein
892,,DanaBunar2,44,89 depth 0.30-0.40,"ORG0,25",nein
893,,DanaBunar2,44,90 depth 0.16-0.26,"ORG0,25",nein
894,,DanaBunar2,44,91 depth 0.10-0.20,"ORG0,25",nein
895,,DanaBunar2,44,92 depth 0.00-0.10,"ORG0,25",nein
896,,DanaBunar2,44,93 depth 0.30-0.40,"ORG0,25",nein
897,,DanaBunar2,46,30 depth 0.60-0.70,"ORG0,25",nein
898,,DanaBunar2,46,31 depth 0.50-0.60,"ORG0,25",nein
899,,DanaBunar2,46,32 depth 0.60-0.70,"ORG0,25",nein
900,,DanaBunar2,46,33 depth 0.30-0.40,"ORG0,25",nein
901,,DanaBunar2,46,34 depth 0.40-0.50,"ORG0,25",nein
902,,DanaBunar2,46,35 depth 0.30-0.40,"ORG0,25",nein
903,,DanaBunar2,47,49 depth 0.10-0.20,"ORG0,25",nein
904,,DanaBunar2,47,50 depth 0.10-0.20,"ORG0,25",nein
905,,DanaBunar2,55,54 depth 1.00-1.10,"ORG0,25",nein
906,,DanaBunar2,55,55 depth 1.00-1.10,"ORG0,25",nein
907,,DanaBunar2,58,23 depth 0.10-0.20,"ORG0,25",nein
908,,DanaBunar2,58,24 depth 0.30-0.40,"ORG0,25",nein
909,,DanaBunar2,58,25 depth 0.00-0.10,"ORG0,25",nein
910,,DanaBunar2,58,26 depth 0.10-0.20,"ORG0,25",nein
911,,DanaBunar2,58,27 depth 0.30-0.40,"ORG0,25",nein
912,,DanaBunar2,58,28 depth 0.20-0.30,"ORG0,25",nein
913,,DanaBunar2,64,11 depth 0.10-0.20,"ORG0,25",nein
914,,DanaBunar2,64,12 depth 0.36-0.46,"ORG0,25",nein
915,,DanaBunar2,64,13 depth 0.26-0.36,"ORG0,25",nein
916,,DanaBunar2,64,16 depth 0.48-0.58,"ORG0,25",nein
917,,Iswid,2709_fond,Isw 2013/32,"ORG0,25",
918,,Iswid,2905 fond,Isw 2013/26,"ORG0,25",
919,,Iswid,2913 fond,Isw 2013/33,"ORG0,25",
920,,Iswid,foyer 2174,Isw 2013/15,"ORG0,25",
921,,Iswid,US 10503,Isw 2013/8,"ORG0,25",
922,,Iswid,US 10521,Isw 2013/20,"ORG0,25",
923,,Iswid,US 10534,Isw 2013/21,"ORG0,25",
924,,Iswid,US 10610,Isw 2013/25,"ORG0,25",
925,,Iswid,US 11004,Isw 2013/22,"ORG0,25",
926,,Iswid,US 11012,Isw 2013/27,"ORG0,25",
927,,Iswid,US 11067,Isw 2013/28,"ORG0,25",
928,,Iswid,US 12025,Isw 2013/25,"ORG0,25",
929,,Iswid,US 12040,Isw 2013/29,"ORG0,25",
930,,Iswid,US 12047,Isw 2013/30,"ORG0,25",
931,,Iswid,US 12504,Isw 2013/31,"ORG0,25",
932,,Iswid,US 13017,Isw 2015/18,"ORG0,25",
933,,Iswid,US 13017,Isw 2016/41,"ORG0,25",
934,,Iswid,US 13065,Isw 2015/25,"ORG0,25",
935,,Iswid,US 13066,Isw 2015/4,"ORG0,25",
936,,Iswid,US 13083,Isw 2015/22,"ORG0,25",
937,,Iswid,US 13099,Isw 2015/9,"ORG0,25",
938,,Iswid,US 13145,Isw 2015/21,"ORG0,25",
939,,Iswid,US 13516,Isw 2015/8,"ORG0,25",
940,,Iswid,US 13526,Isw 2015/2,"ORG0,25",
941,,Iswid,US 13572,Isw 2015/12,"ORG0,25",
942,,Iswid,US 13610,Isw 2015/11,"ORG0,25",
943,,Iswid,US 13632,Isw 2016/15,"ORG0,25",
944,,Iswid,US 13639,Isw2015/26,"ORG0,25",
945,,Iswid,US 13657,Isw 2015/17,"ORG0,25",
946,,Iswid,US 13705,Isw 2015/10,"ORG0,25",
947,,Iswid,US 13791,Isw 2015/5,"ORG0,25",
948,,Iswid,US 13791 (3),Isw 2015/7,"ORG0,25",
949,,Iswid,US 13802,Isw 2015/20,"ORG0,25",
950,,Iswid,US 13971,Isw 2015/7,"ORG0,25",
951,,Iswid,US 14021,Isw 2015/1,"ORG0,25",
952,,Iswid,US 14038,Isw 2015/3,"ORG0,25",
953,,Iswid,US 14050,Isw 2015/24,"ORG0,25",
954,,Iswid,US 14078,Isw 2916/23,"ORG0,25",
955,,Iswid,US 14131,Isw 2015/13,"ORG0,25",
956,,Iswid,US 14131,Isw 2016/12,"ORG0,25",
957,,Iswid,US 14158,Isw 2015/14,"ORG0,25",
958,,Iswid,US 14418,Isw 2016/34,"ORG0,25",
959,,Iswid,US 14495,Isw 16/37,"ORG0,25",
960,,Iswid,US 14509,16-Jan,"ORG0,25",
961,,Iswid,US 14636,Isw 16/35,"ORG0,25",
962,,Iswid,US 15067,Isw 2017/7,"ORG0,25",
963,,Iswid,US 15071,Isw 17/4,"ORG0,25",
964,,Iswid,US 15108,Isw 17/1,"ORG0,25",
965,,Iswid,US 15140,Isw17/26,"ORG0,25",
966,,Iswid,US 16183,Isw 2017/8,"ORG0,25",
967,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"ORG0,25",
968,,Iswid,US 16323_F4199(foye,Isw 17/29,"ORG0,25",
969,,Iswid,US 6712,Isw 2013/13,"ORG0,25",
970,,Iswid,US 6773,Isw 2013/7,"ORG0,25",
971,,Iswid,US 6803,Isw 2013/10,"ORG0,25",
972,,Iswid,US 6810,Isw 2013/5,"ORG0,25",
973,,Iswid,US 6827,Isw 2013/2,"ORG0,25",
974,,Iswid,US 6854,Isw 2013/4,"ORG0,25",
975,,Iswid,US 6863,Isw 2013/12,"ORG0,25",
976,,Iswid,US 6875,Isw 2013/14,"ORG0,25",
977,,Iswid,US 9036,Isw 2013/3,"ORG0,25",
978,,Iswid,US 9200,Isw 2013/1,"ORG0,25",
979,,Iswid,US 9321,Isw 2013/6,"ORG0,25",
980,,Iswid,US 9404_foyer 2093,Isw 2013/17,"ORG0,25",
981,,Iswid,US 9519,Isw 2013/11,"ORG0,25",
982,,Iswid,US 9859/9860,Isw 2013/16,"ORG0,25",
983,,Iswid,US 9870_foyer2163,1,"ORG0,25",
984,,Iswid,US 9880_foyer 2166,Isw 2013/19,"ORG0,25",
985,,18_0025,P16,18_0025_0003,"MIN2,0",
986,,18_0025,P18,18_0025_0004,"MIN2,0",
987,,18_0025,P20,18_0025_0005,"MIN2,0",
988,,18_0025,P5,18_0025_0001,"MIN2,0",
989,,18_0025,P6,18_0025_0002,"MIN2,0",
990,,19_0013,A11148,19_0013_0013,"MIN2,0",
991,,19_0013,A11148,19_0013_0014,"MIN2,0",
992,,19_0013,A11148,19_0013_0015,"MIN2,0",
993,,19_0013,A11148,19_0013_0020,"MIN2,0",
994,,19_0013,A479,19_0013_0010,"MIN2,0",
995,,19_0013,A479,19_0013_0011,"MIN2,0",
996,,19_0013,A479,19_0013_0012,"MIN2,0",
997,,19_0013,A479,19_0013_0019,"MIN2,0",
998,,19_0013,A6214,19_0013_0007,"MIN2,0",
999,,19_0013,A6214,19_0013_0008,"MIN2,0",
1000,,19_0013,A6214,19_0013_0009,"MIN2,0",
1001,,19_0013,A6214,19_0013_0018,"MIN2,0",
1002,,19_0013,A8090,19_0013_0004,"MIN2,0",
1003,,19_0013,A8090,19_0013_0005,"MIN2,0",
1004,,19_0013,A8090,19_0013_0006,"MIN2,0",
1005,,19_0013,A8090,19_0013_0017,"MIN2,0",
1006,,19_0013,A9063,19_0013_0001,"MIN2,0",
1007,,19_0013,A9063,19_0013_0002,"MIN2,0",
1008,,19_0013,A9063,19_0013_0003,"MIN2,0",
1009,,19_0013,A9063,19_0013_0016,"MIN2,0",
1010,,19_0014,A10143,19_0014_0040,"MIN2,0",
1011,,19_0014,A10153,19_0014_0037,"MIN2,0",
1012,,19_0014,A10189,19_0014_0042,"MIN2,0",
1013,,19_0014,A10229,19_0014_0039,"MIN2,0",
1014,,19_0014,A10697,19_0014_0067,"MIN2,0",
1015,,19_0014,A10990,19_0014_0055,"MIN2,0",
1016,,19_0014,A11339,19_0014_0068,"MIN2,0",
1017,,19_0014,A1196,19_0014_0044,"MIN2,0",
1018,,19_0014,A12024,19_0014_0056,"MIN2,0",
1019,,19_0014,A12024,19_0014_0057,"MIN2,0",
1020,,19_0014,A12034,19_0014_0058,"MIN2,0",
1021,,19_0014,A12435,19_0014_0069,"MIN2,0",
1022,,19_0014,A13064,19_0014_0071,"MIN2,0",
1023,,19_0014,A13200,19_0014_0041,"MIN2,0",
1024,,19_0014,A13299,19_0014_0072,"MIN2,0",
1025,,19_0014,A13837,19_0014_0060,"MIN2,0",
1026,,19_0014,A15333,19_0014_0061,"MIN2,0",
1027,,19_0014,A15344,19_0014_0074,"MIN2,0",
1028,,19_0014,A15554,19_0014_0075,"MIN2,0",
1029,,19_0014,A15736,19_0014_0059,"MIN2,0",
1030,,19_0014,A16771,19_0014_0008,"MIN2,0",
1031,,19_0014,A16783,19_0014_0005,"MIN2,0",
1032,,19_0014,A17294,19_0014_0016,"MIN2,0",
1033,,19_0014,A1875,19_0014_0046,"MIN2,0",
1034,,19_0014,A1931,19_0014_0047,"MIN2,0",
1035,,19_0014,A1998,19_0014_0048,"MIN2,0",
1036,,19_0014,A2019,19_0014_0049,"MIN2,0",
1037,,19_0014,A2029,19_0014_0050,"MIN2,0",
1038,,19_0014,A2114,19_0014_0051,"MIN2,0",
1039,,19_0014,A3019,19_0014_0052,"MIN2,0",
1040,,19_0014,A3170,19_0014_0066,"MIN2,0",
1041,,19_0014,A3650,19_0014_0053,"MIN2,0",
1042,,19_0014,A4115,19_0014_0023,"MIN2,0",
1043,,19_0014,A4365,19_0014_0054,"MIN2,0",
1044,,19_0014,A5192,19_0014_0020,"MIN2,0",
1045,,19_0014,A5213,19_0014_0019,"MIN2,0",
1046,,19_0014,A5223,19_0014_0018,"MIN2,0",
1047,,19_0014,A5254,19_0014_0029,"MIN2,0",
1048,,19_0014,A5282,19_0014_0021,"MIN2,0",
1049,,19_0014,A5294,19_0014_0022,"MIN2,0",
1050,,19_0014,A5307,19_0014_0024,"MIN2,0",
1051,,19_0014,A5334,19_0014_0063,"MIN2,0",
1052,,19_0014,A6041,19_0014_0034,"MIN2,0",
1053,,19_0014,A6135,19_0014_0015,"MIN2,0",
1054,,19_0014,A6146,19_0014_0033,"MIN2,0",
1055,,19_0014,A6157,19_0014_0035,"MIN2,0",
1056,,19_0014,A6178,19_0014_0017,"MIN2,0",
1057,,19_0014,A6194,19_0014_0025,"MIN2,0",
1058,,19_0014,A7199,19_0014_0032,"MIN2,0",
1059,,19_0014,A7253,19_0014_0014,"MIN2,0",
1060,,19_0014,A7263,19_0014_0030,"MIN2,0",
1061,,19_0014,A7294,19_0014_0013,"MIN2,0",
1062,,19_0014,A7306,19_0014_0036,"MIN2,0",
1063,,19_0014,A785,19_0014_0043,"MIN2,0",
1064,,19_0014,A8079,19_0014_0007,"MIN2,0",
1065,,19_0014,A8103,19_0014_0009,"MIN2,0",
1066,,19_0014,A8114,19_0014_0011,"MIN2,0",
1067,,19_0014,A8142,19_0014_0026,"MIN2,0",
1068,,19_0014,A8178,19_0014_0031,"MIN2,0",
1069,,19_0014,A8189,19_0014_0012,"MIN2,0",
1070,,19_0014,A8234,19_0014_0010,"MIN2,0",
1071,,19_0014,A9000,19_0014_0027,"MIN2,0",
1072,,19_0014,A9052,19_0014_0028,"MIN2,0",
1073,,19_0014,A9075,19_0014_0003,"MIN2,0",
1074,,19_0014,A9111,19_0014_0001,"MIN2,0",
1075,,19_0014,A9126,19_0014_0004,"MIN2,0",
1076,,19_0014,A9199,19_0014_0006,"MIN2,0",
1077,,19_0014,A957,19_0014_0064,"MIN2,0",
1078,,19_0014,A973,19_0014_0065,"MIN2,0",
1079,,19_0014,A9847,19_0014_0002,"MIN2,0",
1080,,22_0005,11200,22_0005_0001,"MIN2,0",
1081,,22_0005,11201,22_0005_0002,"MIN2,0",
1082,,22_0005,11221,22_0005_0003,"MIN2,0",
1083,,22_0005,12026,22_0005_0004,"MIN2,0",
1084,,22_0005,200125,22_0005_0012,"MIN2,0",
1085,,22_0005,200149,22_0005_0013,"MIN2,0",
1086,,22_0005,200177,22_0005_0009,"MIN2,0",
1087,,22_0005,200473,22_0005_0005,"MIN2,0",
1088,,22_0005,200475,22_0005_0006,"MIN2,0",
1089,,22_0005,23362,22_0005_0010,"MIN2,0",
1090,,22_0005,23434,22_0005_0007,"MIN2,0",
1091,,22_0005,23491,22_0005_0008,"MIN2,0",
1092,,22_0005,23988,22_0005_0011,"MIN2,0",
1093,,22_0015,A2076,22_0015_0017,"MIN2,0",
1094,,22_0015,A2154,22_0015_0020,"MIN2,0",
1095,,22_0015,A2874 G2976,22_0015_0014,"MIN2,0",
1096,,22_0015,A4796,22_0015_0013,"MIN2,0",
1097,,22_0015,M153 St 1,22_0015_0006,"MIN2,0",
1098,,22_0015,M153 St 2,22_0015_0007,"MIN2,0",
1099,,22_0015,M160 St 1,22_0015_0001,"MIN2,0",
1100,,22_0015,M167 St 1,22_0015_0002,"MIN2,0",
1101,,22_0015,M167 St 2,22_0015_0003,"MIN2,0",
1102,,22_0015,M167 St 3,22_0015_0004,"MIN2,0",
1103,,22_0015,M167 St 4,22_0015_0005,"MIN2,0",
1104,,22_0015,M32 Undre del,2022_0015_0009,"MIN2,0",
1105,,22_0015,M32 Övre del,2022_0015_0008,"MIN2,0",
1106,,22_0015,M99 A5085,2022_0015_0010,"MIN2,0",
1107,,22_0015,M99 A5085,2022_0015_0012,"MIN2,0",
1108,,DanaBunar2,31,17 depth 0.10-0.20,"MIN2,0",
1109,,DanaBunar2,31,17a depth 0.00-0.20,"MIN2,0",
1110,,DanaBunar2,32,51 depth 0.00-0.10,"MIN2,0",
1111,,DanaBunar2,32,52 depth 0.10-0.20,"MIN2,0",
1112,,DanaBunar2,32,53 depth 0.00-0.10,"MIN2,0",
1113,,DanaBunar2,33,18 depth 0.20-0.30,"MIN2,0",
1114,,DanaBunar2,33,19 depth 0.00-0.10,"MIN2,0",
1115,,DanaBunar2,33,20 depth 0.10-0.30,"MIN2,0",
1116,,DanaBunar2,33,21 depth 0.30-0.40,"MIN2,0",
1117,,DanaBunar2,33,22 depth 0.20-0.30,"MIN2,0",
1118,,DanaBunar2,37,39 depth 0.10-0.20,"MIN2,0",
1119,,DanaBunar2,37,40 depth 0.20-0.30,"MIN2,0",
1120,,DanaBunar2,37,41 depth 0.00-0.10,"MIN2,0",
1121,,DanaBunar2,37,42 depth 0.00-0.10,"MIN2,0",
1122,,DanaBunar2,38,1 depth 0.48-0.58,"MIN2,0",
1123,,DanaBunar2,38,2 depth 0.35-0.45,"MIN2,0",
1124,,DanaBunar2,38,3 depth 0.35-0.45,"MIN2,0",
1125,,DanaBunar2,38,4 depth 0.00-0.10,"MIN2,0",
1126,,DanaBunar2,38,5 depth 0.30-0.50,"MIN2,0",
1127,,DanaBunar2,39,47 depth 0.00-0.10,"MIN2,0",
1128,,DanaBunar2,39,48 depth 0.10-0.20,"MIN2,0",
1129,,DanaBunar2,41,44 depth 0.00-0.10,"MIN2,0",
1130,,DanaBunar2,41,46 depth 0.30-0.40,"MIN2,0",
1131,,DanaBunar2,42,10 depth 0.10-0.20,"MIN2,0",
1132,,DanaBunar2,42,6 depth 0.00-0.10,"MIN2,0",
1133,,DanaBunar2,42,7 depth 0.00-0.10,"MIN2,0",
1134,,DanaBunar2,42,8 depth 0.10-0.20,"MIN2,0",
1135,,DanaBunar2,42,9 depth 0.10-0.20,"MIN2,0",
1136,,DanaBunar2,44,87 depth 0.06-0.16,"MIN2,0",
1137,,DanaBunar2,44,88 depth 0.20-0.30,"MIN2,0",
1138,,DanaBunar2,44,89 depth 0.30-0.40,"MIN2,0",
1139,,DanaBunar2,44,90 depth 0.16-0.26,"MIN2,0",
1140,,DanaBunar2,44,91 depth 0.10-0.20,"MIN2,0",
1141,,DanaBunar2,44,92 depth 0.00-0.10,"MIN2,0",
1142,,DanaBunar2,44,93 depth 0.30-0.40,"MIN2,0",
1143,,DanaBunar2,46,30 depth 0.60-0.70,"MIN2,0",
1144,,DanaBunar2,46,31 depth 0.50-0.60,"MIN2,0",
1145,,DanaBunar2,46,32 depth 0.60-0.70,"MIN2,0",
1146,,DanaBunar2,46,33 depth 0.30-0.40,"MIN2,0",
1147,,DanaBunar2,46,34 depth 0.40-0.50,"MIN2,0",
1148,,DanaBunar2,46,35 depth 0.30-0.40,"MIN2,0",
1149,,DanaBunar2,47,49 depth 0.10-0.20,"MIN2,0",
1150,,DanaBunar2,47,50 depth 0.10-0.20,"MIN2,0",
1151,,DanaBunar2,55,54 depth 1.00-1.10,"MIN2,0",
1152,,DanaBunar2,55,55 depth 1.00-1.10,"MIN2,0",
1153,,DanaBunar2,58,23 depth 0.10-0.20,"MIN2,0",
1154,,DanaBunar2,58,24 depth 0.30-0.40,"MIN2,0",
1155,,DanaBunar2,58,25 depth 0.00-0.10,"MIN2,0",
1156,,DanaBunar2,58,26 depth 0.10-0.20,"MIN2,0",
1157,,DanaBunar2,58,27 depth 0.30-0.40,"MIN2,0",
1158,,DanaBunar2,58,28 depth 0.20-0.30,"MIN2,0",
1159,,DanaBunar2,64,11 depth 0.10-0.20,"MIN2,0",
1160,,DanaBunar2,64,12 depth 0.36-0.46,"MIN2,0",
1161,,DanaBunar2,64,13 depth 0.26-0.36,"MIN2,0",
1162,,DanaBunar2,64,16 depth 0.48-0.58,"MIN2,0",
1163,,Iswid,2709_fond,Isw 2013/32,"MIN2,0",
1164,,Iswid,2905 fond,Isw 2013/26,"MIN2,0",
1165,,Iswid,2913 fond,Isw 2013/33,"MIN2,0",
1166,,Iswid,foyer 2174,Isw 2013/15,"MIN2,0",
1167,,Iswid,US 10503,Isw 2013/8,"MIN2,0",
1168,,Iswid,US 10521,Isw 2013/20,"MIN2,0",
1169,,Iswid,US 10534,Isw 2013/21,"MIN2,0",
1170,,Iswid,US 10610,Isw 2013/25,"MIN2,0",
1171,,Iswid,US 11004,Isw 2013/22,"MIN2,0",
1172,,Iswid,US 11012,Isw 2013/27,"MIN2,0",
1173,,Iswid,US 11067,Isw 2013/28,"MIN2,0",
1174,,Iswid,US 12025,Isw 2013/25,"MIN2,0",
1175,,Iswid,US 12040,Isw 2013/29,"MIN2,0",
1176,,Iswid,US 12047,Isw 2013/30,"MIN2,0",
1177,,Iswid,US 12504,Isw 2013/31,"MIN2,0",
1178,,Iswid,US 13017,Isw 2015/18,"MIN2,0",
1179,,Iswid,US 13017,Isw 2016/41,"MIN2,0",
1180,,Iswid,US 13065,Isw 2015/25,"MIN2,0",
1181,,Iswid,US 13066,Isw 2015/4,"MIN2,0",
1182,,Iswid,US 13083,Isw 2015/22,"MIN2,0",
1183,,Iswid,US 13099,Isw 2015/9,"MIN2,0",
1184,,Iswid,US 13145,Isw 2015/21,"MIN2,0",
1185,,Iswid,US 13516,Isw 2015/8,"MIN2,0",
1186,,Iswid,US 13526,Isw 2015/2,"MIN2,0",
