system_id,sample_method_id,ProjektNr,Befu,ProbNr,method_type,method_name
1187,,Iswid,US 13572,Isw 2015/12,"MIN2,0",
1188,,Iswid,US 13610,Isw 2015/11,"MIN2,0",
1189,,Iswid,US 13632,Isw 2016/15,"MIN2,0",
1190,,Iswid,US 13639,Isw2015/26,"MIN2,0",
1191,,Iswid,US 13657,Isw 2015/17,"MIN2,0",
1192,,Iswid,US 13705,Isw 2015/10,"MIN2,0",
1193,,Iswid,US 13791,Isw 2015/5,"MIN2,0",
1194,,Iswid,US 13791 (3),Isw 2015/7,"MIN2,0",
1195,,Iswid,US 13802,Isw 2015/20,"MIN2,0",
1196,,Iswid,US 13971,Isw 2015/7,"MIN2,0",
1197,,Iswid,US 14021,Isw 2015/1,"MIN2,0",
1198,,Iswid,US 14038,Isw 2015/3,"MIN2,0",
1199,,Iswid,US 14050,Isw 2015/24,"MIN2,0",
1200,,Iswid,US 14078,Isw 2916/23,"MIN2,0",
1201,,Iswid,US 14131,Isw 2015/13,"MIN2,0",
1202,,Iswid,US 14131,Isw 2016/12,"MIN2,0",
1203,,Iswid,US 14158,Isw 2015/14,"MIN2,0",
1204,,Iswid,US 14418,Isw 2016/34,"MIN2,0",
1205,,Iswid,US 14495,Isw 16/37,"MIN2,0",
1206,,Iswid,US 14509,16-Jan,"MIN2,0",
1207,,Iswid,US 14636,Isw 16/35,"MIN2,0",
1208,,Iswid,US 15067,Isw 2017/7,"MIN2,0",
1209,,Iswid,US 15071,Isw 17/4,"MIN2,0",
1210,,Iswid,US 15108,Isw 17/1,"MIN2,0",
1211,,Iswid,US 15140,Isw17/26,"MIN2,0",
1212,,Iswid,US 16183,Isw 2017/8,"MIN2,0",
1213,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"MIN2,0",
1214,,Iswid,US 16323_F4199(foye,Isw 17/29,"MIN2,0",
1215,,Iswid,US 6712,Isw 2013/13,"MIN2,0",
1216,,Iswid,US 6773,Isw 2013/7,"MIN2,0",
1217,,Iswid,US 6803,Isw 2013/10,"MIN2,0",
1218,,Iswid,US 6810,Isw 2013/5,"MIN2,0",
1219,,Iswid,US 6827,Isw 2013/2,"MIN2,0",
1220,,Iswid,US 6854,Isw 2013/4,"MIN2,0",
1221,,Iswid,US 6863,Isw 2013/12,"MIN2,0",
1222,,Iswid,US 6875,Isw 2013/14,"MIN2,0",
1223,,Iswid,US 9036,Isw 2013/3,"MIN2,0",
1224,,Iswid,US 9200,Isw 2013/1,"MIN2,0",
1225,,Iswid,US 9321,Isw 2013/6,"MIN2,0",
1226,,Iswid,US 9404_foyer 2093,Isw 2013/17,"MIN2,0",
1227,,Iswid,US 9519,Isw 2013/11,"MIN2,0",
1228,,Iswid,US 9859/9860,Isw 2013/16,"MIN2,0",
1229,,Iswid,US 9870_foyer2163,1,"MIN2,0",
1230,,Iswid,US 9880_foyer 2166,Isw 2013/19,"MIN2,0",
1231,,18_0025,P16,18_0025_0003,"MIN1,0",
1232,,18_0025,P18,18_0025_0004,"MIN1,0",
1233,,18_0025,P20,18_0025_0005,"MIN1,0",
1234,,18_0025,P5,18_0025_0001,"MIN1,0",
1235,,18_0025,P6,18_0025_0002,"MIN1,0",
1236,,19_0013,A11148,19_0013_0013,"MIN1,0",
1237,,19_0013,A11148,19_0013_0014,"MIN1,0",
1238,,19_0013,A11148,19_0013_0015,"MIN1,0",
1239,,19_0013,A11148,19_0013_0020,"MIN1,0",
1240,,19_0013,A479,19_0013_0010,"MIN1,0",
1241,,19_0013,A479,19_0013_0011,"MIN1,0",
1242,,19_0013,A479,19_0013_0012,"MIN1,0",
1243,,19_0013,A479,19_0013_0019,"MIN1,0",
1244,,19_0013,A6214,19_0013_0007,"MIN1,0",
1245,,19_0013,A6214,19_0013_0008,"MIN1,0",
1246,,19_0013,A6214,19_0013_0009,"MIN1,0",
1247,,19_0013,A6214,19_0013_0018,"MIN1,0",
1248,,19_0013,A8090,19_0013_0004,"MIN1,0",
1249,,19_0013,A8090,19_0013_0005,"MIN1,0",
1250,,19_0013,A8090,19_0013_0006,"MIN1,0",
1251,,19_0013,A8090,19_0013_0017,"MIN1,0",
1252,,19_0013,A9063,19_0013_0001,"MIN1,0",
1253,,19_0013,A9063,19_0013_0002,"MIN1,0",
1254,,19_0013,A9063,19_0013_0003,"MIN1,0",
1255,,19_0013,A9063,19_0013_0016,"MIN1,0",
1256,,19_0014,A10143,19_0014_0040,"MIN1,0",
1257,,19_0014,A10153,19_0014_0037,"MIN1,0",
1258,,19_0014,A10189,19_0014_0042,"MIN1,0",
1259,,19_0014,A10229,19_0014_0039,"MIN1,0",
1260,,19_0014,A10697,19_0014_0067,"MIN1,0",
1261,,19_0014,A10990,19_0014_0055,"MIN1,0",
1262,,19_0014,A11339,19_0014_0068,"MIN1,0",
1263,,19_0014,A1196,19_0014_0044,"MIN1,0",
1264,,19_0014,A12024,19_0014_0056,"MIN1,0",
1265,,19_0014,A12024,19_0014_0057,"MIN1,0",
1266,,19_0014,A12034,19_0014_0058,"MIN1,0",
1267,,19_0014,A12435,19_0014_0069,"MIN1,0",
1268,,19_0014,A13064,19_0014_0071,"MIN1,0",
1269,,19_0014,A13200,19_0014_0041,"MIN1,0",
1270,,19_0014,A13299,19_0014_0072,"MIN1,0",
1271,,19_0014,A13837,19_0014_0060,"MIN1,0",
1272,,19_0014,A15333,19_0014_0061,"MIN1,0",
1273,,19_0014,A15344,19_0014_0074,"MIN1,0",
1274,,19_0014,A15554,19_0014_0075,"MIN1,0",
1275,,19_0014,A15736,19_0014_0059,"MIN1,0",
1276,,19_0014,A16771,19_0014_0008,"MIN1,0",
1277,,19_0014,A16783,19_0014_0005,"MIN1,0",
1278,,19_0014,A17294,19_0014_0016,"MIN1,0",
1279,,19_0014,A1875,19_0014_0046,"MIN1,0",
1280,,19_0014,A1931,19_0014_0047,"MIN1,0",
1281,,19_0014,A1998,19_0014_0048,"MIN1,0",
1282,,19_0014,A2019,19_0014_0049,"MIN1,0",
1283,,19_0014,A2029,19_0014_0050,"MIN1,0",
1284,,19_0014,A2114,19_0014_0051,"MIN1,0",
1285,,19_0014,A3019,19_0014_0052,"MIN1,0",
1286,,19_0014,A3170,19_0014_0066,"MIN1,0",
1287,,19_0014,A3650,19_0014_0053,"MIN1,0",
1288,,19_0014,A4115,19_0014_0023,"MIN1,0",
1289,,19_0014,A4365,19_0014_0054,"MIN1,0",
1290,,19_0014,A5192,19_0014_0020,"MIN1,0",
1291,,19_0014,A5213,19_0014_0019,"MIN1,0",
1292,,19_0014,A5223,19_0014_0018,"MIN1,0",
1293,,19_0014,A5254,19_0014_0029,"MIN1,0",
1294,,19_0014,A5282,19_0014_0021,"MIN1,0",
1295,,19_0014,A5294,19_0014_0022,"MIN1,0",
1296,,19_0014,A5307,19_0014_0024,"MIN1,0",
1297,,19_0014,A5334,19_0014_0063,"MIN1,0",
1298,,19_0014,A6041,19_0014_0034,"MIN1,0",
1299,,19_0014,A6135,19_0014_0015,"MIN1,0",
1300,,19_0014,A6146,19_0014_0033,"MIN1,0",
1301,,19_0014,A6157,19_0014_0035,"MIN1,0",
1302,,19_0014,A6178,19_0014_0017,"MIN1,0",
1303,,19_0014,A6194,19_0014_0025,"MIN1,0",
1304,,19_0014,A7199,19_0014_0032,"MIN1,0",
1305,,19_0014,A7253,19_0014_0014,"MIN1,0",
1306,,19_0014,A7263,19_0014_0030,"MIN1,0",
1307,,19_0014,A7294,19_0014_0013,"MIN1,0",
1308,,19_0014,A7306,19_0014_0036,"MIN1,0",
1309,,19_0014,A785,19_0014_0043,"MIN1,0",
1310,,19_0014,A8079,19_0014_0007,"MIN1,0",
1311,,19_0014,A8103,19_0014_0009,"MIN1,0",
1312,,19_0014,A8114,19_0014_0011,"MIN1,0",
1313,,19_0014,A8142,19_0014_0026,"MIN1,0",
1314,,19_0014,A8178,19_0014_0031,"MIN1,0",
1315,,19_0014,A8189,19_0014_0012,"MIN1,0",
1316,,19_0014,A8234,19_0014_0010,"MIN1,0",
1317,,19_0014,A9000,19_0014_0027,"MIN1,0",
1318,,19_0014,A9052,19_0014_0028,"MIN1,0",
1319,,19_0014,A9075,19_0014_0003,"MIN1,0",
1320,,19_0014,A9111,19_0014_0001,"MIN1,0",
1321,,19_0014,A9126,19_0014_0004,"MIN1,0",
1322,,19_0014,A9199,19_0014_0006,"MIN1,0",
1323,,19_0014,A957,19_0014_0064,"MIN1,0",
1324,,19_0014,A973,19_0014_0065,"MIN1,0",
1325,,19_0014,A9847,19_0014_0002,"MIN1,0",
1326,,22_0005,11200,22_0005_0001,"MIN1,0",
1327,,22_0005,11201,22_0005_0002,"MIN1,0",
1328,,22_0005,11221,22_0005_0003,"MIN1,0",
1329,,22_0005,12026,22_0005_0004,"MIN1,0",
1330,,22_0005,200125,22_0005_0012,"MIN1,0",
1331,,22_0005,200149,22_0005_0013,"MIN1,0",
1332,,22_0005,200177,22_0005_0009,"MIN1,0",
1333,,22_0005,200473,22_0005_0005,"MIN1,0",
1334,,22_0005,200475,22_0005_0006,"MIN1,0",
1335,,22_0005,23362,22_0005_0010,"MIN1,0",
1336,,22_0005,23434,22_0005_0007,"MIN1,0",
1337,,22_0005,23491,22_0005_0008,"MIN1,0",
1338,,22_0005,23988,22_0005_0011,"MIN1,0",
1339,,22_0015,A2076,22_0015_0017,"MIN1,0",
1340,,22_0015,A2154,22_0015_0020,"MIN1,0",
1341,,22_0015,A2874 G2976,22_0015_0014,"MIN1,0",
1342,,22_0015,A4796,22_0015_0013,"MIN1,0",
1343,,22_0015,M153 St 1,22_0015_0006,"MIN1,0",
1344,,22_0015,M153 St 2,22_0015_0007,"MIN1,0",
1345,,22_0015,M160 St 1,22_0015_0001,"MIN1,0",
1346,,22_0015,M167 St 1,22_0015_0002,"MIN1,0",
1347,,22_0015,M167 St 2,22_0015_0003,"MIN1,0",
1348,,22_0015,M167 St 3,22_0015_0004,"MIN1,0",
1349,,22_0015,M167 St 4,22_0015_0005,"MIN1,0",
1350,,22_0015,M32 Undre del,2022_0015_0009,"MIN1,0",
1351,,22_0015,M32 Övre del,2022_0015_0008,"MIN1,0",
1352,,22_0015,M99 A5085,2022_0015_0010,"MIN1,0",
1353,,22_0015,M99 A5085,2022_0015_0012,"MIN1,0",
1354,,DanaBunar2,31,17 depth 0.10-0.20,"MIN1,0",
1355,,DanaBunar2,31,17a depth 0.00-0.20,"MIN1,0",
1356,,DanaBunar2,32,51 depth 0.00-0.10,"MIN1,0",
1357,,DanaBunar2,32,52 depth 0.10-0.20,"MIN1,0",
1358,,DanaBunar2,32,53 depth 0.00-0.10,"MIN1,0",
1359,,DanaBunar2,33,18 depth 0.20-0.30,"MIN1,0",
1360,,DanaBunar2,33,19 depth 0.00-0.10,"MIN1,0",
1361,,DanaBunar2,33,20 depth 0.10-0.30,"MIN1,0",
1362,,DanaBunar2,33,21 depth 0.30-0.40,"MIN1,0",
1363,,DanaBunar2,33,22 depth 0.20-0.30,"MIN1,0",
1364,,DanaBunar2,37,39 depth 0.10-0.20,"MIN1,0",
1365,,DanaBunar2,37,40 depth 0.20-0.30,"MIN1,0",
1366,,DanaBunar2,37,41 depth 0.00-0.10,"MIN1,0",
1367,,DanaBunar2,37,42 depth 0.00-0.10,"MIN1,0",
1368,,DanaBunar2,38,1 depth 0.48-0.58,"MIN1,0",
1369,,DanaBunar2,38,2 depth 0.35-0.45,"MIN1,0",
1370,,DanaBunar2,38,3 depth 0.35-0.45,"MIN1,0",
1371,,DanaBunar2,38,4 depth 0.00-0.10,"MIN1,0",
1372,,DanaBunar2,38,5 depth 0.30-0.50,"MIN1,0",
1373,,DanaBunar2,39,47 depth 0.00-0.10,"MIN1,0",
1374,,DanaBunar2,39,48 depth 0.10-0.20,"MIN1,0",
1375,,DanaBunar2,41,44 depth 0.00-0.10,"MIN1,0",
1376,,DanaBunar2,41,46 depth 0.30-0.40,"MIN1,0",
1377,,DanaBunar2,42,10 depth 0.10-0.20,"MIN1,0",
1378,,DanaBunar2,42,6 depth 0.00-0.10,"MIN1,0",
1379,,DanaBunar2,42,7 depth 0.00-0.10,"MIN1,0",
1380,,DanaBunar2,42,8 depth 0.10-0.20,"MIN1,0",
1381,,DanaBunar2,42,9 depth 0.10-0.20,"MIN1,0",
1382,,DanaBunar2,44,87 depth 0.06-0.16,"MIN1,0",
1383,,DanaBunar2,44,88 depth 0.20-0.30,"MIN1,0",
1384,,DanaBunar2,44,89 depth 0.30-0.40,"MIN1,0",
1385,,DanaBunar2,44,90 depth 0.16-0.26,"MIN1,0",
1386,,DanaBunar2,44,91 depth 0.10-0.20,"MIN1,0",
1387,,DanaBunar2,44,92 depth 0.00-0.10,"MIN1,0",
1388,,DanaBunar2,44,93 depth 0.30-0.40,"MIN1,0",
1389,,DanaBunar2,46,30 depth 0.60-0.70,"MIN1,0",
1390,,DanaBunar2,46,31 depth 0.50-0.60,"MIN1,0",
1391,,DanaBunar2,46,32 depth 0.60-0.70,"MIN1,0",
1392,,DanaBunar2,46,33 depth 0.30-0.40,"MIN1,0",
1393,,DanaBunar2,46,34 depth 0.40-0.50,"MIN1,0",
1394,,DanaBunar2,46,35 depth 0.30-0.40,"MIN1,0",
1395,,DanaBunar2,47,49 depth 0.10-0.20,"MIN1,0",
1396,,DanaBunar2,47,50 depth 0.10-0.20,"MIN1,0",
1397,,DanaBunar2,55,54 depth 1.00-1.10,"MIN1,0",
1398,,DanaBunar2,55,55 depth 1.00-1.10,"MIN1,0",
1399,,DanaBunar2,58,23 depth 0.10-0.20,"MIN1,0",
1400,,DanaBunar2,58,24 depth 0.30-0.40,"MIN1,0",
1401,,DanaBunar2,58,25 depth 0.00-0.10,"MIN1,0",
1402,,DanaBunar2,58,26 depth 0.10-0.20,"MIN1,0",
1403,,DanaBunar2,58,27 depth 0.30-0.40,"MIN1,0",
1404,,DanaBunar2,58,28 depth 0.20-0.30,"MIN1,0",
1405,,DanaBunar2,64,11 depth 0.10-0.20,"MIN1,0",
1406,,DanaBunar2,64,12 depth 0.36-0.46,"MIN1,0",
1407,,DanaBunar2,64,13 depth 0.26-0.36,"MIN1,0",
1408,,DanaBunar2,64,16 depth 0.48-0.58,"MIN1,0",
1409,,Iswid,2709_fond,Isw 2013/32,"MIN1,0",
1410,,Iswid,2905 fond,Isw 2013/26,"MIN1,0",
1411,,Iswid,2913 fond,Isw 2013/33,"MIN1,0",
1412,,Iswid,foyer 2174,Isw 2013/15,"MIN1,0",
1413,,Iswid,US 10503,Isw 2013/8,"MIN1,0",
1414,,Iswid,US 10521,Isw 2013/20,"MIN1,0",
1415,,Iswid,US 10534,Isw 2013/21,"MIN1,0",
1416,,Iswid,US 10610,Isw 2013/25,"MIN1,0",
1417,,Iswid,US 11004,Isw 2013/22,"MIN1,0",
1418,,Iswid,US 11012,Isw 2013/27,"MIN1,0",
1419,,Iswid,US 11067,Isw 2013/28,"MIN1,0",
1420,,Iswid,US 12025,Isw 2013/25,"MIN1,0",
1421,,Iswid,US 12040,Isw 2013/29,"MIN1,0",
1422,,Iswid,US 12047,Isw 2013/30,"MIN1,0",
1423,,Iswid,US 12504,Isw 2013/31,"MIN1,0",
1424,,Iswid,US 13017,Isw 2015/18,"MIN1,0",
1425,,Iswid,US 13017,Isw 2016/41,"MIN1,0",
1426,,Iswid,US 13065,Isw 2015/25,"MIN1,0",
1427,,Iswid,US 13066,Isw 2015/4,"MIN1,0",
1428,,Iswid,US 13083,Isw 2015/22,"MIN1,0",
1429,,Iswid,US 13099,Isw 2015/9,"MIN1,0",
1430,,Iswid,US 13145,Isw 2015/21,"MIN1,0",
1431,,Iswid,US 13516,Isw 2015/8,"MIN1,0",
1432,,Iswid,US 13526,Isw 2015/2,"MIN1,0",
1433,,Iswid,US 13572,Isw 2015/12,"MIN1,0",
1434,,Iswid,US 13610,Isw 2015/11,"MIN1,0",
1435,,Iswid,US 13632,Isw 2016/15,"MIN1,0",
1436,,Iswid,US 13639,Isw2015/26,"MIN1,0",
1437,,Iswid,US 13657,Isw 2015/17,"MIN1,0",
1438,,Iswid,US 13705,Isw 2015/10,"MIN1,0",
1439,,Iswid,US 13791,Isw 2015/5,"MIN1,0",
1440,,Iswid,US 13791 (3),Isw 2015/7,"MIN1,0",
1441,,Iswid,US 13802,Isw 2015/20,"MIN1,0",
1442,,Iswid,US 13971,Isw 2015/7,"MIN1,0",
1443,,Iswid,US 14021,Isw 2015/1,"MIN1,0",
1444,,Iswid,US 14038,Isw 2015/3,"MIN1,0",
1445,,Iswid,US 14050,Isw 2015/24,"MIN1,0",
1446,,Iswid,US 14078,Isw 2916/23,"MIN1,0",
1447,,Iswid,US 14131,Isw 2015/13,"MIN1,0",
1448,,Iswid,US 14131,Isw 2016/12,"MIN1,0",
1449,,Iswid,US 14158,Isw 2015/14,"MIN1,0",
1450,,Iswid,US 14418,Isw 2016/34,"MIN1,0",
1451,,Iswid,US 14495,Isw 16/37,"MIN1,0",
1452,,Iswid,US 14509,16-Jan,"MIN1,0",
1453,,Iswid,US 14636,Isw 16/35,"MIN1,0",
1454,,Iswid,US 15067,Isw 2017/7,"MIN1,0",
1455,,Iswid,US 15071,Isw 17/4,"MIN1,0",
1456,,Iswid,US 15108,Isw 17/1,"MIN1,0",
1457,,Iswid,US 15140,Isw17/26,"MIN1,0",
1458,,Iswid,US 16183,Isw 2017/8,"MIN1,0",
1459,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"MIN1,0",
1460,,Iswid,US 16323_F4199(foye,Isw 17/29,"MIN1,0",
1461,,Iswid,US 6712,Isw 2013/13,"MIN1,0",
1462,,Iswid,US 6773,Isw 2013/7,"MIN1,0",
1463,,Iswid,US 6803,Isw 2013/10,"MIN1,0",
1464,,Iswid,US 6810,Isw 2013/5,"MIN1,0",
1465,,Iswid,US 6827,Isw 2013/2,"MIN1,0",
1466,,Iswid,US 6854,Isw 2013/4,"MIN1,0",
1467,,Iswid,US 6863,Isw 2013/12,"MIN1,0",
1468,,Iswid,US 6875,Isw 2013/14,"MIN1,0",
1469,,Iswid,US 9036,Isw 2013/3,"MIN1,0",
1470,,Iswid,US 9200,Isw 2013/1,"MIN1,0",
1471,,Iswid,US 9321,Isw 2013/6,"MIN1,0",
1472,,Iswid,US 9404_foyer 2093,Isw 2013/17,"MIN1,0",
1473,,Iswid,US 9519,Isw 2013/11,"MIN1,0",
1474,,Iswid,US 9859/9860,Isw 2013/16,"MIN1,0",
1475,,Iswid,US 9870_foyer2163,1,"MIN1,0",
1476,,Iswid,US 9880_foyer 2166,Isw 2013/19,"MIN1,0",
1477,,18_0025,P16,18_0025_0003,"MIN0,5",
1478,,18_0025,P18,18_0025_0004,"MIN0,5",
1479,,18_0025,P20,18_0025_0005,"MIN0,5",
1480,,18_0025,P5,18_0025_0001,"MIN0,5",
1481,,18_0025,P6,18_0025_0002,"MIN0,5",
1482,,19_0013,A11148,19_0013_0013,"MIN0,5",
1483,,19_0013,A11148,19_0013_0014,"MIN0,5",
1484,,19_0013,A11148,19_0013_0015,"MIN0,5",
1485,,19_0013,A11148,19_0013_0020,"MIN0,5",
1486,,19_0013,A479,19_0013_0010,"MIN0,5",
1487,,19_0013,A479,19_0013_0011,"MIN0,5",
1488,,19_0013,A479,19_0013_0012,"MIN0,5",
1489,,19_0013,A479,19_0013_0019,"MIN0,5",
1490,,19_0013,A6214,19_0013_0007,"MIN0,5",
1491,,19_0013,A6214,19_0013_0008,"MIN0,5",
1492,,19_0013,A6214,19_0013_0009,"MIN0,5",
1493,,19_0013,A6214,19_0013_0018,"MIN0,5",
1494,,19_0013,A8090,19_0013_0004,"MIN0,5",
1495,,19_0013,A8090,19_0013_0005,"MIN0,5",
1496,,19_0013,A8090,19_0013_0006,"MIN0,5",
1497,,19_0013,A8090,19_0013_0017,"MIN0,5",
1498,,19_0013,A9063,19_0013_0001,"MIN0,5",
1499,,19_0013,A9063,19_0013_0002,"MIN0,5",
1500,,19_0013,A9063,19_0013_0003,"MIN0,5",
1501,,19_0013,A9063,19_0013_0016,"MIN0,5",
1502,,19_0014,A10143,19_0014_0040,"MIN0,5",
1503,,19_0014,A10153,19_0014_0037,"MIN0,5",
1504,,19_0014,A10189,19_0014_0042,"MIN0,5",
1505,,19_0014,A10229,19_0014_0039,"MIN0,5",
1506,,19_0014,A10697,19_0014_0067,"MIN0,5",
1507,,19_0014,A10990,19_0014_0055,"MIN0,5",
1508,,19_0014,A11339,19_0014_0068,"MIN0,5",
1509,,19_0014,A1196,19_0014_0044,"MIN0,5",
1510,,19_0014,A12024,19_0014_0056,"MIN0,5",
1511,,19_0014,A12024,19_0014_0057,"MIN0,5",
1512,,19_0014,A12034,19_0014_0058,"MIN0,5",
1513,,19_0014,A12435,19_0014_0069,"MIN0,5",
1514,,19_0014,A13064,19_0014_0071,"MIN0,5",
1515,,19_0014,A13200,19_0014_0041,"MIN0,5",
1516,,19_0014,A13299,19_0014_0072,"MIN0,5",
1517,,19_0014,A13837,19_0014_0060,"MIN0,5",
1518,,19_0014,A15333,19_0014_0061,"MIN0,5",
1519,,19_0014,A15344,19_0014_0074,"MIN0,5",
1520,,19_0014,A15554,19_0014_0075,"MIN0,5",
1521,,19_0014,A15736,19_0014_0059,"MIN0,5",
1522,,19_0014,A16771,19_0014_0008,"MIN0,5",
1523,,19_0014,A16783,19_0014_0005,"MIN0,5",
1524,,19_0014,A17294,19_0014_0016,"MIN0,5",
1525,,19_0014,A1875,19_0014_0046,"MIN0,5",
1526,,19_0014,A1931,19_0014_0047,"MIN0,5",
1527,,19_0014,A1998,19_0014_0048,"MIN0,5",
1528,,19_0014,A2019,19_0014_0049,"MIN0,5",
1529,,19_0014,A2029,19_0014_0050,"MIN0,5",
1530,,19_0014,A2114,19_0014_0051,"MIN0,5",
1531,,19_0014,A3019,19_0014_0052,"MIN0,5",
1532,,19_0014,A3170,19_0014_0066,"MIN0,5",
1533,,19_0014,A3650,19_0014_0053,"MIN0,5",
1534,,19_0014,A4115,19_0014_0023,"MIN0,5",
1535,,19_0014,A4365,19_0014_0054,"MIN0,5",
1536,,19_0014,A5192,19_0014_0020,"MIN0,5",
1537,,19_0014,A5213,19_0014_0019,"MIN0,5",
1538,,19_0014,A5223,19_0014_0018,"MIN0,5",
1539,,19_0014,A5254,19_0014_0029,"MIN0,5",
1540,,19_0014,A5282,19_0014_0021,"MIN0,5",
1541,,19_0014,A5294,19_0014_0022,"MIN0,5",
1542,,19_0014,A5307,19_0014_0024,"MIN0,5",
1543,,19_0014,A5334,19_0014_0063,"MIN0,5",
1544,,19_0014,A6041,19_0014_0034,"MIN0,5",
1545,,19_0014,A6135,19_0014_0015,"MIN0,5",
1546,,19_0014,A6146,19_0014_0033,"MIN0,5",
1547,,19_0014,A6157,19_0014_0035,"MIN0,5",
1548,,19_0014,A6178,19_0014_0017,"MIN0,5",
1549,,19_0014,A6194,19_0014_0025,"MIN0,5",
1550,,19_0014,A7199,19_0014_0032,"MIN0,5",
1551,,19_0014,A7253,19_0014_0014,"MIN0,5",
1552,,19_0014,A7263,19_0014_0030,"MIN0,5",
1553,,19_0014,A7294,19_0014_0013,"MIN0,5",
1554,,19_0014,A7306,19_0014_0036,"MIN0,5",
1555,,19_0014,A785,19_0014_0043,"MIN0,5",
1556,,19_0014,A8079,19_0014_0007,"MIN0,5",
1557,,19_0014,A8103,19_0014_0009,"MIN0,5",
1558,,19_0014,A8114,19_0014_0011,"MIN0,5",
1559,,19_0014,A8142,19_0014_0026,"MIN0,5",
1560,,19_0014,A8178,19_0014_0031,"MIN0,5",
1561,,19_0014,A8189,19_0014_0012,"MIN0,5",
1562,,19_0014,A8234,19_0014_0010,"MIN0,5",
1563,,19_0014,A9000,19_0014_0027,"MIN0,5",
1564,,19_0014,A9052,19_0014_0028,"MIN0,5",
1565,,19_0014,A9075,19_0014_0003,"MIN0,5",
1566,,19_0014,A9111,19_0014_0001,"MIN0,5",
1567,,19_0014,A9126,19_0014_0004,"MIN0,5",
1568,,19_0014,A9199,19_0014_0006,"MIN0,5",
1569,,19_0014,A957,19_0014_0064,"MIN0,5",
1570,,19_0014,A973,19_0014_0065,"MIN0,5",
1571,,19_0014,A9847,19_0014_0002,"MIN0,5",
1572,,22_0005,11200,22_0005_0001,"MIN0,5",
1573,,22_0005,11201,22_0005_0002,"MIN0,5",
1574,,22_0005,11221,22_0005_0003,"MIN0,5",
1575,,22_0005,12026,22_0005_0004,"MIN0,5",
1576,,22_0005,200125,22_0005_0012,"MIN0,5",
1577,,22_0005,200149,22_0005_0013,"MIN0,5",
1578,,22_0005,200177,22_0005_0009,"MIN0,5",
1579,,22_0005,200473,22_0005_0005,"MIN0,5",
1580,,22_0005,200475,22_0005_0006,"MIN0,5",
1581,,22_0005,23362,22_0005_0010,"MIN0,5",
1582,,22_0005,23434,22_0005_0007,"MIN0,5",
1583,,22_0005,23491,22_0005_0008,"MIN0,5",
1584,,22_0005,23988,22_0005_0011,"MIN0,5",
1585,,22_0015,A2076,22_0015_0017,"MIN0,5",
1586,,22_0015,A2154,22_0015_0020,"MIN0,5",
1587,,22_0015,A2874 G2976,22_0015_0014,"MIN0,5",
1588,,22_0015,A4796,22_0015_0013,"MIN0,5",
1589,,22_0015,M153 St 1,22_0015_0006,"MIN0,5",
1590,,22_0015,M153 St 2,22_0015_0007,"MIN0,5",
1591,,22_0015,M160 St 1,22_0015_0001,"MIN0,5",
